pass_or_fail,test_plan,cushion,test_plan_id,seat_model,test_date,vert_burn_length_front,vert_burn_length_back,horiz_burn_length_top,horiz_burn_length_bottom,weight_loss_lbs,weight_loss_percent,cover_config,foam_a_percent,foam_a_material,foam_b_percent,foam_b_material,foam_c_percent,foam_c_material,foam_d_percent,foam_d_material,foam_e_percent,foam_e_material,decorative_insulation_part_number,decorative_insulation_mfr,backing,adhesive_one,adhesive_two,fireblock_type,fireblock_part_number,fireblock_color,fireblock_mfr,flame_treatment,fireblock_percent,thermoplastic_part_number,thermoplastic_mfr
Pass,4FR4140-12-2037,BOTTOM,2,4140,"October 25, 2013",8.1,0,6.3,1.5,0.36,6.2,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,dax 40,vitafoam,N/A,CC-1025/LB,Coral Adhesive,7725R,SL3UL,Midnight,E-Leather,n/a,100,n/a,n/a
Pass,4FR4140-12-2037,Headrest,3,4140,"October 25, 2013",7.3,0,5.2,5.1,0.39,5.02,Fully Encapsulated,100,QS26185YL,,,,,,,,,dax 40,vitafoam,N/A,CC-1025/LB,Coral Adhesive,7725R,SL3UL,23 & 16 Midnight,E-Leather,n/a,100,4FPS0039,ZSC
Pass,4FR4140-12-2037,Back,4,4140,"November 4, 2013",10.3,0,6.5,2,0.44,7.34,Fully Encapsulated,22.3,QS51288YL,77.7,QS31263YL,,,,,,,dax 40,vitafoam,N/A,CC-1025/LB,Coral Adhesive,7535R,SL3UL,Midnight,E-Leather,n/a,100,n/a,n/a
Pass,4FR4140-12-2037,Back,5,4140,"November 4, 2013",12,0,10.1,2,0.45,7.3,Fully Encapsulated,22.3,QS51288YL,77.7,QS31263YL,,,,,,,dax 40,vitafoam,N/A,CC-1025/LB,Coral Adhesive,7535R,SL3UL,Midnight,E-Leather,n/a,100,n/a,n/a
Pass,4FR4140-12-2036,BACK,1,4140,"July 3, 2013",9.2,0,3.7,1.5,0.41,7.88,Fully Encapsulated,22.6,QS51288YL,77.4,QS31263YL,,,,,,,71000,Buckley Industries,N/A,CC-1025/LB,Coral Adhesive,7725R,ULFR-5796,PEWTER,TAPIS,n/a,100,n/a,n/a
Pass,4FR4140-12-2036,Bottom,2,4140,"July 3, 2013",8.2,0,5.5,1.5,0.41,8.07,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-5796,PEWTER,TAPIS,n/a,100,n/a,n/a
Pass,4FR4140-12-2036,Headrest,3,4140,"July 3, 2013",6.04,10.3,0,7.5,6.3,0.41,Fully Encapsulated,100,QS26185YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725r,ULFR-5796,PEWTER,TAPIS,n/a,100,4FPS0039,C&D Zodiac
Pass,4FR4140-12-2014,Back,5,4140,"August 5, 2015",6.3,1.1,4.8,4.3,0.42,7.15,Fully Encapsulated,22.5,QS51288YL,77.5,QS31263YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,FW2255,NAPOLEON GRAY,PERRONE LEATHER,n/a,100,n/a,n/a
FAIL,4FR4140-12-2014,Bottom,6,4140,"August 5, 2015",13.6,4.7,14,2.5,0.68,12.04,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4104FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,FW2227,ENCHANTED BLUE,PERRONE LEATHER,n/a,100,n/a,n/a
Pass,4FR4140-12-2014,Back,4,4140,"August 5, 2015",8.4,1.1,6.5,3.1,0.41,7.23,Fully Encapsulated,22.5,QS51288YL,77.5,QS31263YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,FW2227,ENCHANTED BLUE,PERRONE LEATHER,n/a,100,n/a,n/a
Pass,4FR4140-12-2014,Headrest,7,4140,"August 5, 2015",7.7,0,8.1,6.8,0.47,5.67,Fully Encapsulated,100,QS26185YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,FW2227,ENCHANTED BLUE,PERRONE LEATHER,n/a,100,n/a,n/a
Pass,4FR4140-12-2047,Bottom,3,4140,"August 21, 2015",5.7,0,3.5,3.9,0.29,4.91,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4104FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,FW2227,ENCHANTED BLUE,PERRONE LEATHER,n/a,100,n/a,n/a
Pass,4FR4140-12-2046,Back,1,4140,"September 28, 2015",8.5,0,5.4,4.6,0.47,8.7,Fully Encapsulated,22.5,QS51288YL,77.5,QS31263YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,96063.18,BLACK,ROHI STOFFE,n/a,100,n/a,n/a
Pass,4FR4140-12-2046,Headrest,3,4140,"September 28, 2015",6.6,0,5,3.3,0.35,6.62,Fully Encapsulated,100,QS26185YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,96063.18,BLACK,ROHI STOFFE,n/a,100,4FPS0039,C&D Zodiac
Pass,4FR4140-12-2046,Bottom,2,4140,"September 28, 2015",10.8,0,8.4,7.5,0.39,4.59,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4104FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,96063.18,BLACK,ROHI STOFFE,n/a,100,n/a,n/a
Pass,4FR4140-12-2048,Headrest,3,4140,"December 7, 2015",4.5,0,3.2,10.7,0.3,3.24,Fully Encapsulated,100,QS26263YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,HT-857,Heritage Dark Blue,Townsend Leather,n/a,100,4FPS0039,C&D Zodiac
Pass,4FR4140-12-2014,Back,8,4140,"November 13, 2015",5.5,0,3.2,4.7,0.37,5.97,Fully Encapsulated,22.5,QS51288YL,77.5,QS31263YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2014,Back,9,4140,"November 13, 2015",6,0,4.5,4.2,0.38,6.13,Fully Encapsulated,22.5,QS51288YL,77.5,QS31263YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,CD94-AR175FR,RED,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2014,Bottom,10,4140,"November 13, 2015",5.9,0,4.1,5.2,0.39,6.51,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4104FR,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2014,Headrest,11,4140,"November 13, 2015",6.1,0,4.8,5,0.4,5.11,Fully Encapsulated,100,QS26263YL,,,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS,n/a,100,4FPS0039,C&D Zodiac
Pass,4FR4140-12-2050,Headrest,3,4140,"December 2, 2015",7.5,0,4.7,6,0.5,5.55,Fully Encapsulated,100,QS26263YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,MR-32282-0205,MERIDIAN ALASKAN BLUE,Townsend Leather,n/a,100,4FPS0039,C&D Zodiac
Pass,4FR4140-12-2050,Back,1,4140,"December 2, 2015",4.8,0,2.9,4.3,0.26,5.02,Fully Encapsulated,22.5,QS51288YL,77.5,QS31263YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,33BWJ1432,BLUE,BOTANY WEAVING,n/a,100,n/a,n/a
Pass,4FR4140-12-2050,Bottom,2,4140,"December 2, 2015",4.9,0,3.1,2.3,0.19,3.71,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,33BWJ1432,BLUE,BOTANY WEAVING,n/a,100,n/a,n/a
Pass,4FR4141-12-2050,Headrest,3,4140,"December 2, 2015",7.5,0,4.7,6,0.5,5.55,Fully Encapsulated,100,QS26185YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,N/A,MR-32282-0205,MERIDIAN-ALASKAN BLUE,Townsend Leather,n/a,100,4FPS0039,C&D Zodiac
Pass,4FR4140-12-2049,Back,1,4140,"May 4, 2016",5.1,0,5,6.3,0.34,6.82,Fully Encapsulated,77.5,QS31263YL,22.5,QS51288YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-5796,PEWTER,TAPIS,n/a,100,n/a,n/a
Pass,4FR4140-12-2049,Headrest,2,4140,"May 4, 2016",5.5,0,5.8,7.9,0.26,3.32,Fully Encapsulated,100,QS26263YL,,,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,ULFR-5796,PEWTER,TAPIS,n/a,100,n/a,n/a
Pass,4FR4140-12-2049,Bottom,3,4140,"May 4, 2016",5.5,0,5.3,4.6,0.28,5.77,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-5796,PEWTER,TAPIS,n/a,100,n/a,n/a
Pass,4FR4140-12,Back,35,4140,"July 27, 2016",5,0,3.7,5.5,0.39,6.67,Fully Encapsulated,22.3,QS51288YL,77.7,QS31263YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,LL-3859,GLEN DORNACK,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12,Bottom,36,4140,"July 27, 2016",4.7,0,4.2,3.7,0.3,5.33,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,LL-3859,GLEN DORNACK,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12,Headrest,37,4140,"July 27, 2016",4.7,0,3.7,7.2,0.26,3.02,Fully Encapsulated,100,QS26263YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,LL-3859,GLEN DORNACK,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2056,Back,N/A,4140,"November 28, 2016",4.8,0,3.9,4.9,0.31,4.75,Fully Encapsulated,77.5,QS31263YL,22.5,QS51288YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7535R,DF490,Charcoal Matte,ANDREW MUIRHEAD & SON ,n/a,100,n/a,n/a
Pass,4FR4140-12-2056,Bottom,N/A,4140,"November 28, 2016",4.5,0,3.7,2.6,0.23,3.71,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7535R,DF490,Charcoal Matte,ANDREW MUIRHEAD & SON ,n/a,100,n/a,n/a
Pass,4FR4140-12-2056,Headrest,N/A,4140,"November 28, 2016",7.2,0,5.1,5.7,0.28,2.96,Fully Encapsulated,100,QS26263YL,,,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,DF490,Charcoal Matte,ANDREW MUIRHEAD & SON ,n/a,100,n/a,n/a
Pass,4FR4140-12-2056,Back,N/A,4140,"November 28, 2016",2.8,0,2,4.4,0.27,4.46,Fully Encapsulated,77.5,QS31263YL,22.5,QS51288YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7535R,SL3ULAAGRERY045,GREY,DOUGLAS,n/a,100,n/a,n/a
Pass,4fr4140-12-2056,Bottom,N/A,4140,"November 28, 2016",3.1,0,1.9,3,0.23,3.83,Fully Encapsulated,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,37.3,4101FR,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,SL3ULAAGRERY045,GREY,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2051,Bottom,N/A,4140,"May 27, 2016",4.9,0,3.3,5.1,0.35,6.17,Fully Encapsulated,37.3,4101FR Ethafoam,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,,,9207 505,TESTORI,N/A,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2051,Headrest,N/A,4140,"May 27, 2016",5,0,3.2,9.2,0.35,4.32,Fully Encapsulated,100,QS26263YL,,,,,,,,,9207 505,TESTORI,N/A,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS,n/a,100,41031287,C&D Zodiac
Pass,4FR4140-12-2051,Back,N/A,4140,"May 27, 2016",3.7,0,2.7,4.5,0.35,5.71,Fully Encapsulated,77.5,QS31263YL,22.5,QS51288YL,,,,,,,9207 505,TESTORI,N/A,CC-1025/LB,Coral Adhesive,7535R,CD94-AR175FR,RED,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4140-12-2051,Back,N/A,4140,"May 27, 2016",3.9,0,2.9,5.3,0.38,6.43,Fully Encapsulated,77.5,QS31263YL,22.5,QS51288YL,,,,,,,9207 505,TESTORI,N/A,CC-1025/LB,Coral Adhesive,7535R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS,n/a,100,n/a,n/a
Pass,4FR4145-12-I,Bottom,5ABC,4145,"December 2, 2010",5.2,0,4.5,1.5,0.28,5.61,Fully Encapsulated,20,Q11,80,Q51,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,3857 LS 400,N/A,Lantal Textiles,n/a,n/a,n/a,n/a
Failed,4FR4145-12-I,Headrest/ Legrest,6ABC,4145,"December 2, 2010",4.8,0,3.3,17.3,0.49,8.63,Fully Encapsulated,100,Q51,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,3857 LS 400,N/A,Lantal Textiles,n/a,n/a,n/a,n/a
Pass,4FR4145-12-I,Back,7ABC,4145,"December 2, 2010",4.7,0,3.5,9.5,0.26,5.27,Fully Encapsulated,37,XFS4101,30,Q11,32,Q51,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,3857 LS 400,N/A,Lantal Textiles,n/a,n/a,n/a,n/a
Pass,4FR4145-12-I,Headrest,11ABC,4145,"December 17, 2010",5.2,0,3.4,8.4,0.29,3.74,Fully Encapsulated,100,Q51,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,3857 LS 400,N/A,Lantal Textiles,n/a,n/a,n/a,n/a
Pass,4FR4145-12-I,Legrest,12ABC,4145,"December 17, 2010",5.5,0,3.9,8.7,0.27,3.06,Fully Encapsulated,100,Q51,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,3857 LS 400,N/A,Lantal Textiles,n/a,n/a,2024-T3,n/a
Pass,4FR4145-12-I,Back,16 ABC,4145,"March 18, 2014",6.2,0,4.1,10.4,0.21,4.01,Fully Encapsulated,28,4101FR,15,QS11175YL,57,QS51288YL,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,FF03783136LS725,N/A,Lantal Textiles,n/a,100,n/a,n/a
Pass,4FR4145-12-I,BOTTOM,17 ABC,4145,"March 18, 2014",6.2,0,4.7,6.9,0.29,5.71,Fully Encapsulated,20,QS11175YL,80,QS51288YL,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,FF03783136LS725,N/A,Lantal Textiles,n/a,100,n/a,n/a
Pass,4FR4145-12-I,Headrest/ Legrest,18 ABC,4145,"March 18, 2014",5.1,0,3.9,13.1,0.3,5.33,Fully Encapsulated,100,QS51288YL,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,FF03783136LS725,N/A,Lantal Textiles,n/a,100,n/a,n/a
Pass,4FR4145-12-I,Back,19,4145,"April 11, 2014",7,0,4.5,10.1,0.25,5.01,Fully Encapsulated,37,4101 FR,30,QS11175YL,32,QS51288YL,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,FF03783136LS725,N/A,Lantal Textiles,n/a,100,n/a,n/a
Pass,4FR4146-12,Headrest,28,4146,"February 5, 2014",9.7,0,9.5,2.3,0.33,6,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-3602,Gray,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Back,29,4146,"February 5, 2014",10.7,0,10.3,2.1,0.34,6.2,Fully Encapsulated,80,QS51288YL,20,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-3602,Gray,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Headrest,30,4146,"February 5, 2014",7.3,2,5,2,0.28,4.49,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,HT-857,Heritage Blue,Towwnsend,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Back,31,4146,"February 5, 2014",10.7,0.7,6.3,2.1,0.4,6.41,Fully Encapsulated,80,QS51288YL,20,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,HT-857,Heritage Blue,Towwnsend,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Headrest,34,4146,"February 5, 2014",9.9,0,7.5,2,0.32,5.79,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-4261,Juniper,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Back,35,4146,"February 5, 2014",7.5,0,6.5,2,0.31,5.6,Fully Encapsulated,80,QS51288YL,20,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-4261,Juniper,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Headrest,36,4146,"February 5, 2014",6.9,0,4,2,0.27,4.25,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,DF043,Green,Muirhead,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Back,37,4146,"February 5, 2014",10.9,0,4.2,2,0.34,5.32,Fully Encapsulated,80,QS51288YL,20,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,DF043,Green,Muirhead,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Headrest,38,4146,"February 5, 2014",9.8,0,7.3,2,0.31,5.55,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-5739,Graphite,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Back,39,4146,"February 5, 2014",8.1,0,6.7,2.1,0.29,5.3,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-5739,Graphite,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Headrest,41,4146,"February 5, 2014",9.6,0,5.5,2.1,0.51,7.7,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,N/A,N/A,n/a,CC-1025/LB,Coral Adhesives,7535R,AC.CL.01012N259,Dark Gray,Conceria Leonica,n/a,n/a,n/a,n/a
Pass,4FR4146-12,Headrest,40,4146,"February 5, 2014",13.2,0,12.4,2.1,0.37,6.81,Fully Encapsulated,96,QS51288YL,4,LD45FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7535R,ULFR-5758,Soft Gray,Tapis Corp,n/a,n/a,n/a,n/a
Pass,4FR4149-12,Back,13,4149,"December 9, 2015",5.8,0,3.9,4.8,0.25,3.68,Fully Encapsulated ,100,45250-145,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,S/757 NW,SL3UL,Delta Red,E-Leather,n/a,n/a,n/a,n/a
Pass,4FR4149-12,Bottom,14,4149,"December 9, 2015",5.6,0,4.2,5.1,0.26,4.1,Fully Encapsulated ,56,45250-145,44,XFS4101,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,S/757 NW,SL3UL 09-1260,Enchanted Blue,Perrone,n/a,n/a,n/a,n/a
Pass,4FR4149-12,Back,15,4149,"December 9, 2015",5.2,0,3.6,4.8,0.27,3.96,Fully Encapsulated ,100,45250-145,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,S/757 NW,SL3UL 09-1260,Enchanted Blue,Perrone,n/a,n/a,n/a,n/a
PASSED,4FR4157-12,Bottom,41,4157,"February 7, 2014",9.7,0,8.1,11.4,0.47,5.64,Fully Encapsulated,37.2,QS41288YL,62.8,Ethafoam FR-Lite,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,ULFR-2556,Admiral Blue,Tapis Corp.,n/a,n/a,n/a,n/a
PASSED,4FR4157-12,Back,42,4157,"February 7, 2014",8.3,0,8,2.1,0.36,8.64,Fully Encapsulated,64.5,AF60-200,35.5,Ethafoam FR-Lite,,,,,,,n/a,n/a,30333,CC-1025/LB,Coral Adhesives,7725R,ULFR-2556,Admiral Blue,Tapis Corp.,n/a,n/a,4FS1003-005WI,ZSC
PASSED,4FR4157-12,Bottom,43,4157,"December 28, 2015",8,0,3.6,6.2,0.61,5.77,Fully Encapsulated,37.2,QS41288YL,62.8,Ethafoam FR-Lite,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesives,7725R,SKY-6773,Black Swan,Perrone,n/a,n/a,n/a,n/a
PASSED,4FR4157-12,Back,44,4157,"December 28, 2015",5.4,0,3.3,2.7,0.33,5.93,Fully Encapsulated,64.5,AF60-200,35.5,Ethafoam FR-Lite,,,,,,,n/a,n/a,30333,CC-1025/LB,Coral Adhesives,7725R,SKY-6773,Black Swan,Perrone,n/a,n/a,4FS1003-005WI,ZSC
PASS,4FR4160-12-BTI,BOTTOM,1,4160,"August 21, 2016",3.4,0,3.5,2.2,0.23,4.75,Fully Encapsulated,70,ETHAFOAM FR-LITE,30,QS41288YL,,,,,,,n/a,n/a,n/a,CC-1025/LB,CORAL ADHESIVES,7725R,SL3UL,PEARL023,E-LEATHER INC.,N/A,N/A,n/a,n/a
PASS,4FR160-12-BTI,BOTTOM,2,4160,"August 21, 2016",3.2,0,2.7,3.8,0.2,4.47,Fully Encapsulated,40,ETHAFOAM FR-LITE,60,QS41288YL,,,,,,,n/a,n/a,n/a,CC-1025/LB,CORAL ADHESIVES,7725R,SL3UL,PEARL023,E-LEATHER INC.,N/A,N/A,n/a,n/a
PASS,4FR4160-12-BTI,BACK,3,4160,"August 21, 2016",8.1,0,7.6,8.3,0.45,6.63,Fully Encapsulated,40,LRGR45-100,60,ETHAFOAM XFS4101,,,,,,,n/a,n/a,30333,CC-1025/LB,CORAL ADHESIVES,7725R,SL3UL,PEARL023,E-LEATHER INC.,N/A,N/A,n/a,n/a
PASS,4FR4160-12-BTI,BACK,4,4160,"August 21, 2016",11.3,0,11.7,9,0.58,6.27,Fully Encapsulated,100,LRGR45-100,,,,,,,,,n/a,n/a,30333,DP100FR,3M,9815E-2127,SL3UL,PEARL023,E-LEATHER INC.,N/A,N/A,n/a,n/a
PASS,4FR4165-12,HEADREST,34,4165,"January 29, 2014",7.4,0,4.5,2,0.3,5.4,Fully Encapsulated,29,VX3010,71,HD44CA,,,,,,,n/a,n/a,n/a,308FR,Alfa Adhesives,N.0802.00,DF490,Grey,Muirhead,,,n/a,n/a
PASS,4FR4165-12,BACK,36,4165,"January 29, 2014",12,0,6.7,2,0.59,8.52,Fully Encapsulated,75,HR2427,25,4101FR,100,LRGR45-100/ Bolster Foam,,,,,n/a,n/a,TEC245/PL216,308FR,Alfa Adhesives,4798R,DF490,Grey 31065,Muirhead,n/a,n/a,n/a,n/a
Failed,4FR4165-12,BACK,37,4165,"January 29, 2014",11.2,0,9.9,2,0.65,10.21,Fully Encapsulated,75,HR2427,25,4101FR,,,,,,,635015,Metzeler Schaum GMBH,n/a,308FR,Alfa Adhesives,4798R,DF490,Grey 31065,Muirhead,n/a,n/a,n/a,n/a
PASS,4FR4165-12,BOTTOM,39,4165,"January 29, 2014",12.5,0,6.3,5.1,0.57,7.46,Fully Encapsulated,15,FP121ST,61,FP155,24,4101FR,100,LRGR45-100,,,400,Associated Textiles,TEC245/PL216,308FR,Alfa Adhesives,4798R,DF490,Grey 31065,Muirhead,n/a,n/a,n/a,n/a
Failed,4FR4165-12,BACK,44,4165,"January 29, 2014",15.5,0,11.1,3.2,0.7,11.03,Fully Encapsulated,75,HR2427,25,4101FR,,,,,,,635015,Metzeler Schaum GMBH,n/a,308FR,Alfa Adhesives,4798R,DF548,Grey 31065,Muirhead,n/a,n/a,n/a,n/a
PASS,4FR4165-12,BACK,47,4165,"February 10, 2014",1.6,0,3.9,2.1,0.27,4.4,Fully Encapsulated,75,HR2427,25,4101FR,,,,,,,71000,buckly industries,n/a,308FR,Alfa Adhesives,4798R,DF490,Grey 31065,Muirhead,n/a,n/a,n/a,n/a
PASS,4FR4165-12,BACK,48,4165,"February 10, 2014",6.1,0,4.9,2.1,0.31,5.11,Fully Encapsulated,75,HR2427,25,4101FR,,,,,,,71000,buckly industries,n/a,308FR,Alfa Adhesives,4798R,DF548P,GREY 31065,Muirhead,n/a,n/a,n/a,n/a
PASS,4FR4165-12,BACK,31,4165,"July 1, 2013",9.2,0,5.9,2,0.47,8.21,Fully Encapsulated,75,HR2427,25,4101FR,,,,,,,n/a,n/a,4798R,308FR,Alfa Adhesives,,SL3UL,MIDNIGHT,E-LEATHER,n/a,n/a,n/a,n/a
PASS,4FR4165-12,BOTTOM,32,4165,"July 1, 2013",9.5,0,5,15.1,0.46,6.97,Fully Encapsulated,15,FP121ST,61,FP155,24,4101FR,,,,,n/a,n/a,4798R,308FR,Alfa Adhesives,400,SL3UL,MIDNIGHT,E-LEATHER,n/a,n/a,n/a,n/a
PASS,4FR4165-12,HEADREST,30,4165,"July 1, 2013",8.1,0,3.6,2,0.44,8.33,Fully Encapsulated,29,VX3010,71,HD44CA,,,,,,,n/a,n/a,,SJ3419FR,Alfa Adhesives,,SL3UL,MIDNIGHT,E-LEATHER,n/a,n/a,n/a,n/a
PASS,4FR4165-12,HEADREST,53,4165,"February 17, 2015",8.1,0,6.4,2,0.24,4.83,Fully Encapsulated,75,HR2427,25,4101FR,,,,,,,n/a,n/a,n/a,SJ3419FR,Alfa Adhesives,7725R,SL3UL,ENCHANTED BLUE,DOUGLAS,n/a,n/a,n/a,n/a
PASS,4FR4165-12,BOTTOM,51,4165,"February 17, 2015",9.5,0,6.7,13.1,0.34,5.62,Fully Encapsulated,15,FP121ST,61,FP155,24,4101FR,,,,,n/a,n/a,n/a,SJ3419FR,Alfa Adhesives,7725R,SL3UL,ENCHANTED BLUE,DOUGLAS,n/a,n/a,n/a,n/a
